"Programme";"ID"
"SBT-ENI-TB";"SBT-ENI-TB_1_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_10_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_100_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_101_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_102_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_104_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_105_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_106_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_11_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_118_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_119_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_12_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_121_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_122_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_123_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_124_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_126_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_127_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_129_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_131_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_132_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_133_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_134_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_143_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_145_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_15_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_158_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_16_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_160_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_17_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_170_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_174_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_179_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_180_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_188_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_19_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_194_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_196_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_197_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_198_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_200_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_204_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_213_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_215_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_22_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_221_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_223_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_226_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_237_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_242_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_243_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_244_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_251_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_252_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_253_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_262_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_27_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_284_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_287_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_288_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_29_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_290_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_291_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_292_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_294_2020_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_297_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_3_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_302_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_303_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_304_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_305_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_306_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_308_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_309_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_311_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_313_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_314_2021_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_315_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_316_2022_NA_NA"
"SBT-ENI-TB";"SBT-ENI-TB_317_2022_NA_NA"
